1	Ugpeqaalgutemnni, liisimakaghsi elpesinun pilleghput temngingunghitkaaguq.
2	Iwernga sivunghani elpesinun pillemta, liisimakaghsi Philippi-mi ikfiqliightestekaqiinkutlu seghlequuqaqiinkutlu. Tamaanlluta qaywa uglalghiim yugem aghuliighhnaqutkeghngiinkut Kiyaghneghem ilutustekaqiinkut, enkaam ungipaasaghtughamsi Pinilghiineng Ungipaaneng Kiyaghneghem.
3	Ungipaqilleghput ipanguuq. Iqlengiqngunghitukut elpesinun, seghleghmeng piyukegkiitukut elpesinun, puughhnaqutkigatamsi.
4	Yeghlegi, ungipaqaqaput Pinilghiit Ungipat qayughllak Kiyaghneghem itagnaqluta neghyukutkaqii whangkunnun. Akuzillemteggun efqughhnaqutkengngunghitaput yuget, iwernga efqughsukaghput Kiyaghneghuuq, nanqigtingalghii ilumta sumeghtaghallghaneng.
5	Liisimakaghsi usuquughsaghtuunghitamsi nalighmeng sakengviksaghtuunghitamsi. Kiyaghneq liisimakistekaghput.
6	Usuqesaayugtengngunghitukut yugneng, elpesineng, nalighmeng kinkuneng.
7	Apostle-ngutemnneng Christ-amun, tungsighniighviksaghqaqsaghamsi sameng alngunak. Iwernga elpesinilluta yakumangilliqutkumangitamsi, yeghlegi mamaghtikayugestun naastun aflengakilghiistun taghnughhaghmeggneng ayuqegkaagukut.
8	Piniqepigtamsi, enkaam quyakusiqinaghluku elpesinun liisimakesugaput Kiyaghneghem Pinilghiit Ungipii. Pinilghiinginaat Ungipat pigpenaki, quyakusiqinaghluku sameng tamaghhaaneng kayusighyuglusi ayuqamsi, qayughllak piniqsaliitkaqamsi.
9	Ugpeqaalgutemnni, neqamikaghsi naten angkaan qepghalleghputlu ughleghiilleghputlu! Qepghaqaagukut unugtuumaan, aghneghtuumaan qayughllak elpesinun uqigtuqutnguyunghilnguukut; elpesinisimaluta ungipaqikaagukut Pinilghiineng Ungipaaneng Kiyaghneghem.
10	Elpesillu Kiyaghneqlu liisimakistekamsi. Elpesini ugpeqani kiyaghtekaagukut pelungilluta, ipapighqelluta, anaggutellngunaamta.
11-12    Liisimakaghsi katam atam aflengakillghatun taghnughhaghmineng, whangkutallu tamaghhaghpesi tawaten katam aflengakegkaqamsi. Kayemegkaqamsi, ilutughsaqaqamsi, qelghutaataqaqaghput elpesinun atuqesqelluku kiyaghtaalleq efqughnalghii Kiyaghneghmi. Tuqluungwiisi ilatesqellusi ellmi katam Ataneghpagulleghminunllu pinighnalleghllagminunllu.
13	Iyamsiqayugvikumanginaangwaaghputlu Kiyaghneq una apalluqluku: whangkunneng nagaqughluku tuguklighaghsi Kiyaghneghem ungipaa. Elpesi tuguklighaghsi Kiyaghneghmeng ungipaaluku, nakaan yugneng ungipaaluku. Taananguuq Kiyaghneghem ungipaghpigaa qepghalghii elpesini ugpeqilghiini.
14	Ugpeqaalgutemnni, elpesi tawatetusi ugpeqistengistun Christ Jesus-em qerngughutkayuget yughaghvigitni Kiyaghneghem Judea-mi. Nunalgutegpesi ikfiqestekaqiisi katam Jews-et ikfiqestellghistun ugpeqat Judea-mi.
15	Jews-nguut tuqutikat Ataneghmeng Jesus-meng, uuknaliqistenengllu, amyuqetaatkegkaqiinkutlu. Efqughhneghitaat Kiyaghneq, kipullginaaghuutlu tamaghhaanun yugnun
16	aghuliighhnaqutkelleghmegteggun ungipaqilleghput Gentile-enun yugulillengnayukata. Tawaten pilleghmegteggun ilamanginaghiit seghleghqelleteng enkaam qenwatlu Kiyaghneghem ugumiyaguteghllagluki qantaghaqun aghyuughlleqii.
17	Ugpeqaalgutemnni, amyuqetaatkistemta aghulaqestaqngamikut Thessalonica-meng, pellghututestaghtiinkut, iwernga paninang sumeghmikaqamsi. Esghaghyupigtaqsaghamsi gginasaghqughlusi
18	enkaam takunaqutkaqsaghamsi. Whanga, Paul, takunaqutkaataghaqsaghamsi iwernga Tughneghaam amigighaghtaqiinkut.
19	Elpesi sighimalqamsi, quyasiqamsi, qaghpakamsillu. Taana qaghpa whangkuta qukaayugusiqelleqaghput manungani Atanemta Jesus-em tagikan.
20	Ipapestaaq elpesi qukaayugusiqamsillu quyasiqamsillu!
 
